Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[age],Unit[time unit],Term Source REF,Term Accession Number,Characteristics[sex],Characteristics[individual],Characteristics[developmental stage],Characteristics[organism part],Characteristics[cell line],Characteristics[cell type],Characteristics[growth condition],Characteristics[immunophenotype],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Protocol REF.3,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[cdna read],Comment[cdna read offset],Comment[cdna read size],Comment[cell barcode offset],Comment[cell barcode read],Comment[cell barcode size],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[sample barcode offset],Comment[sample barcode read],Comment[sample barcode size],Comment[single cell isolation],Comment[spike in],Comment[umi barcode offset],Comment[umi barcode read],Comment[umi barcode size],Protocol REF.4,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[READ_TYPE],Comment[READ_INDEX],Factor Value[age],Unit[time unit].1,Term Source REF.1,Term Accession Number.1,Factor Value[organism part],Factor Value[time],Unit[time unit].2,Term Source REF.2,Term Accession Number.2,Factor Value[immunophenotype]
FCAImmP7528280,ERS11951323,SAMEA14357663,Homo sapiens,12,week,EFO,UO_0000034,male,F38,late embryonic stage,spleen,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7528280,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7528280,sequencing assay,ERX9246070,FCAImmP7528280_S1_L001_I1_001.fastq.gz,FCAImmP7528280_S1_L001_I1_001.fastq.gz,ERR9696956,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696956/FCAImmP7528280_S1_L001_I1_001.fastq.gz,sample_barcode,index1,12,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45-
FCAImmP7528280,ERS11951323,SAMEA14357663,Homo sapiens,12,week,EFO,UO_0000034,male,F38,late embryonic stage,spleen,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7528280,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7528280,sequencing assay,ERX9246070,FCAImmP7528280_S1_L001_R1_001.fastq.gz,FCAImmP7528280_S1_L001_R1_001.fastq.gz,ERR9696956,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696956/FCAImmP7528280_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,12,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45-
FCAImmP7528280,ERS11951323,SAMEA14357663,Homo sapiens,12,week,EFO,UO_0000034,male,F38,late embryonic stage,spleen,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7528280,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7528280,sequencing assay,ERX9246070,FCAImmP7528280_S1_L001_R2_001.fastq.gz,FCAImmP7528280_S1_L001_R2_001.fastq.gz,ERR9696956,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696956/FCAImmP7528280_S1_L001_R2_001.fastq.gz,single,read2,12,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45-
FCAImmP7528290,ERS11951324,SAMEA14357664,Homo sapiens,12,week,EFO,UO_0000034,male,F38,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7528290,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7528290,sequencing assay,ERX9246071,FCAImmP7528290_S1_L001_I1_001.fastq.gz,FCAImmP7528290_S1_L001_I1_001.fastq.gz,ERR9696957,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696957/FCAImmP7528290_S1_L001_I1_001.fastq.gz,sample_barcode,index1,12,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45+
FCAImmP7528290,ERS11951324,SAMEA14357664,Homo sapiens,12,week,EFO,UO_0000034,male,F38,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7528290,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7528290,sequencing assay,ERX9246071,FCAImmP7528290_S1_L001_R1_001.fastq.gz,FCAImmP7528290_S1_L001_R1_001.fastq.gz,ERR9696957,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696957/FCAImmP7528290_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,12,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45+
FCAImmP7528290,ERS11951324,SAMEA14357664,Homo sapiens,12,week,EFO,UO_0000034,male,F38,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7528290,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7528290,sequencing assay,ERX9246071,FCAImmP7528290_S1_L001_R2_001.fastq.gz,FCAImmP7528290_S1_L001_R2_001.fastq.gz,ERR9696957,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696957/FCAImmP7528290_S1_L001_R2_001.fastq.gz,single,read2,12,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45+
FCAImmP7528291,ERS11951325,SAMEA14357665,Homo sapiens,12,week,EFO,UO_0000034,male,F38,late embryonic stage,skin,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7528291,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7528291,sequencing assay,ERX9246072,FCAImmP7528291_S1_L001_I1_001.fastq.gz,FCAImmP7528291_S1_L001_I1_001.fastq.gz,ERR9696958,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696958/FCAImmP7528291_S1_L001_I1_001.fastq.gz,sample_barcode,index1,12,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45-
FCAImmP7528291,ERS11951325,SAMEA14357665,Homo sapiens,12,week,EFO,UO_0000034,male,F38,late embryonic stage,skin,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7528291,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7528291,sequencing assay,ERX9246072,FCAImmP7528291_S1_L001_R1_001.fastq.gz,FCAImmP7528291_S1_L001_R1_001.fastq.gz,ERR9696958,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696958/FCAImmP7528291_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,12,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45-
FCAImmP7528291,ERS11951325,SAMEA14357665,Homo sapiens,12,week,EFO,UO_0000034,male,F38,late embryonic stage,skin,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7528291,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7528291,sequencing assay,ERX9246072,FCAImmP7528291_S1_L001_R2_001.fastq.gz,FCAImmP7528291_S1_L001_R2_001.fastq.gz,ERR9696958,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696958/FCAImmP7528291_S1_L001_R2_001.fastq.gz,single,read2,12,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45-
FCAImmP7528296,ERS11951326,SAMEA14357666,Homo sapiens,12,week,EFO,UO_0000034,male,F38,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7528296,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7528296,sequencing assay,ERX9246073,FCAImmP7528296_S1_L001_I1_001.fastq.gz,FCAImmP7528296_S1_L001_I1_001.fastq.gz,ERR9696959,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696959/FCAImmP7528296_S1_L001_I1_001.fastq.gz,sample_barcode,index1,12,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45+
FCAImmP7528296,ERS11951326,SAMEA14357666,Homo sapiens,12,week,EFO,UO_0000034,male,F38,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7528296,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7528296,sequencing assay,ERX9246073,FCAImmP7528296_S1_L001_R1_001.fastq.gz,FCAImmP7528296_S1_L001_R1_001.fastq.gz,ERR9696959,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696959/FCAImmP7528296_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,12,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45+
FCAImmP7528296,ERS11951326,SAMEA14357666,Homo sapiens,12,week,EFO,UO_0000034,male,F38,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7528296,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7528296,sequencing assay,ERX9246073,FCAImmP7528296_S1_L001_R2_001.fastq.gz,FCAImmP7528296_S1_L001_R2_001.fastq.gz,ERR9696959,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696959/FCAImmP7528296_S1_L001_R2_001.fastq.gz,single,read2,12,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45+
FCAImmP7555848,ERS11951327,SAMEA14357667,Homo sapiens,16,week,EFO,UO_0000034,female,F41,late embryonic stage,skin,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7555848,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7555848,sequencing assay,ERX9246074,FCAImmP7555848_S1_L001_I1_001.fastq.gz,FCAImmP7555848_S1_L001_I1_001.fastq.gz,ERR9696960,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696960/FCAImmP7555848_S1_L001_I1_001.fastq.gz,sample_barcode,index1,16,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45-
FCAImmP7555848,ERS11951327,SAMEA14357667,Homo sapiens,16,week,EFO,UO_0000034,female,F41,late embryonic stage,skin,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7555848,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7555848,sequencing assay,ERX9246074,FCAImmP7555848_S1_L001_R1_001.fastq.gz,FCAImmP7555848_S1_L001_R1_001.fastq.gz,ERR9696960,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696960/FCAImmP7555848_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,16,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45-
FCAImmP7555848,ERS11951327,SAMEA14357667,Homo sapiens,16,week,EFO,UO_0000034,female,F41,late embryonic stage,skin,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7555848,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7555848,sequencing assay,ERX9246074,FCAImmP7555848_S1_L001_R2_001.fastq.gz,FCAImmP7555848_S1_L001_R2_001.fastq.gz,ERR9696960,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696960/FCAImmP7555848_S1_L001_R2_001.fastq.gz,single,read2,16,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45-
FCAImmP7555858,ERS11951328,SAMEA14357669,Homo sapiens,16,week,EFO,UO_0000034,female,F41,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7555858,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7555858,sequencing assay,ERX9246075,FCAImmP7555858_S1_L001_I1_001.fastq.gz,FCAImmP7555858_S1_L001_I1_001.fastq.gz,ERR9696961,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696961/FCAImmP7555858_S1_L001_I1_001.fastq.gz,sample_barcode,index1,16,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45-
FCAImmP7555858,ERS11951328,SAMEA14357669,Homo sapiens,16,week,EFO,UO_0000034,female,F41,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7555858,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7555858,sequencing assay,ERX9246075,FCAImmP7555858_S1_L001_R1_001.fastq.gz,FCAImmP7555858_S1_L001_R1_001.fastq.gz,ERR9696961,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696961/FCAImmP7555858_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,16,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45-
FCAImmP7555858,ERS11951328,SAMEA14357669,Homo sapiens,16,week,EFO,UO_0000034,female,F41,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7555858,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7555858,sequencing assay,ERX9246075,FCAImmP7555858_S1_L001_R2_001.fastq.gz,FCAImmP7555858_S1_L001_R2_001.fastq.gz,ERR9696961,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696961/FCAImmP7555858_S1_L001_R2_001.fastq.gz,single,read2,16,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45-
FCAImmP7555859,ERS11951329,SAMEA14357670,Homo sapiens,16,week,EFO,UO_0000034,female,F41,late embryonic stage,kidney,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7555859,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7555859,sequencing assay,ERX9246076,FCAImmP7555859_S1_L001_I1_001.fastq.gz,FCAImmP7555859_S1_L001_I1_001.fastq.gz,ERR9696962,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696962/FCAImmP7555859_S1_L001_I1_001.fastq.gz,sample_barcode,index1,16,week,EFO,UO_0000034,kidney,  ,  ,  ,  ,unsorted
FCAImmP7555859,ERS11951329,SAMEA14357670,Homo sapiens,16,week,EFO,UO_0000034,female,F41,late embryonic stage,kidney,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7555859,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7555859,sequencing assay,ERX9246076,FCAImmP7555859_S1_L001_R1_001.fastq.gz,FCAImmP7555859_S1_L001_R1_001.fastq.gz,ERR9696962,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696962/FCAImmP7555859_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,16,week,EFO,UO_0000034,kidney,  ,  ,  ,  ,unsorted
FCAImmP7555859,ERS11951329,SAMEA14357670,Homo sapiens,16,week,EFO,UO_0000034,female,F41,late embryonic stage,kidney,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7555859,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7555859,sequencing assay,ERX9246076,FCAImmP7555859_S1_L001_R2_001.fastq.gz,FCAImmP7555859_S1_L001_R2_001.fastq.gz,ERR9696962,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696962/FCAImmP7555859_S1_L001_R2_001.fastq.gz,single,read2,16,week,EFO,UO_0000034,kidney,  ,  ,  ,  ,unsorted
FCAImmP7579212,ERS11951330,SAMEA14357671,Homo sapiens,12,week,EFO,UO_0000034,female,F45,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7579212,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7579212,sequencing assay,ERX9246077,FCAImmP7579212_S1_L001_I1_001.fastq.gz,FCAImmP7579212_S1_L001_I1_001.fastq.gz,ERR9696963,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696963/FCAImmP7579212_S1_L001_I1_001.fastq.gz,sample_barcode,index1,12,week,EFO,UO_0000034,skin,  ,  ,  ,  ,unsorted
FCAImmP7579212,ERS11951330,SAMEA14357671,Homo sapiens,12,week,EFO,UO_0000034,female,F45,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7579212,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7579212,sequencing assay,ERX9246077,FCAImmP7579212_S1_L001_R1_001.fastq.gz,FCAImmP7579212_S1_L001_R1_001.fastq.gz,ERR9696963,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696963/FCAImmP7579212_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,12,week,EFO,UO_0000034,skin,  ,  ,  ,  ,unsorted
FCAImmP7579212,ERS11951330,SAMEA14357671,Homo sapiens,12,week,EFO,UO_0000034,female,F45,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7579212,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7579212,sequencing assay,ERX9246077,FCAImmP7579212_S1_L001_R2_001.fastq.gz,FCAImmP7579212_S1_L001_R2_001.fastq.gz,ERR9696963,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696963/FCAImmP7579212_S1_L001_R2_001.fastq.gz,single,read2,12,week,EFO,UO_0000034,skin,  ,  ,  ,  ,unsorted
FCAImmP7579213,ERS11951331,SAMEA14357672,Homo sapiens,12,week,EFO,UO_0000034,female,F45,late embryonic stage,skin,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7579213,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7579213,sequencing assay,ERX9246078,FCAImmP7579213_S1_L001_I1_001.fastq.gz,FCAImmP7579213_S1_L001_I1_001.fastq.gz,ERR9696964,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696964/FCAImmP7579213_S1_L001_I1_001.fastq.gz,sample_barcode,index1,12,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45+
FCAImmP7579213,ERS11951331,SAMEA14357672,Homo sapiens,12,week,EFO,UO_0000034,female,F45,late embryonic stage,skin,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7579213,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7579213,sequencing assay,ERX9246078,FCAImmP7579213_S1_L001_R1_001.fastq.gz,FCAImmP7579213_S1_L001_R1_001.fastq.gz,ERR9696964,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696964/FCAImmP7579213_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,12,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45+
FCAImmP7579213,ERS11951331,SAMEA14357672,Homo sapiens,12,week,EFO,UO_0000034,female,F45,late embryonic stage,skin,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7579213,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7579213,sequencing assay,ERX9246078,FCAImmP7579213_S1_L001_R2_001.fastq.gz,FCAImmP7579213_S1_L001_R2_001.fastq.gz,ERR9696964,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696964/FCAImmP7579213_S1_L001_R2_001.fastq.gz,single,read2,12,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45+
FCAImmP7579216,ERS11951332,SAMEA14357673,Homo sapiens,12,week,EFO,UO_0000034,female,F45,late embryonic stage,spleen,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7579216,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7579216,sequencing assay,ERX9246079,FCAImmP7579216_S1_L001_I1_001.fastq.gz,FCAImmP7579216_S1_L001_I1_001.fastq.gz,ERR9696965,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696965/FCAImmP7579216_S1_L001_I1_001.fastq.gz,sample_barcode,index1,12,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45+
